2022-01-16 20:00:36,20.7,61.0
2022-01-16 20:02:44,20.8,61.0
2022-01-16 20:02:59,20.9,61.0
2022-01-16 20:03:15,20.8,61.0
2022-01-16 20:04:23,20.9,61.0
2022-01-16 20:07:00,20.9,61.0
2022-01-16 20:08:21,21.0,61.0
2022-01-16 20:10:29,21.0,61.0
2022-01-16 20:10:43,20.9,60.0
2022-01-16 20:10:59,20.9,60.0
2022-01-16 20:11:16,20.9,60.0
2022-01-16 20:12:28,21.0,61.0
2022-01-16 20:12:43,20.9,60.0
2022-01-16 20:12:59,20.9,60.0
2022-01-16 20:13:16,21.0,61.0
2022-01-16 20:13:32,20.9,60.0
2022-01-16 20:13:47,20.9,60.0
2022-01-16 20:14:03,20.9,60.0
2022-01-16 20:14:20,20.9,60.0
2022-01-16 20:14:36,20.9,60.0
2022-01-16 20:14:51,20.9,60.0
2022-01-16 20:15:07,20.9,60.0
2022-01-16 20:15:24,20.9,60.0
2022-01-16 20:15:40,20.9,60.0
2022-01-16 20:15:55,20.9,60.0
2022-01-16 20:16:11,20.8,60.0
2022-01-16 20:16:28,20.9,60.0
2022-01-16 20:16:43,20.8,60.0
2022-01-16 20:17:00,20.9,61.0
2022-01-16 20:17:15,20.8,61.0
2022-01-16 20:17:32,20.8,60.0
2022-01-16 20:17:48,20.8,61.0
2022-01-16 20:18:03,20.8,61.0
2022-01-16 20:18:19,20.7,61.0
2022-01-16 20:18:35,20.7,61.0
2022-01-16 20:18:52,20.7,61.0
2022-01-16 20:19:07,20.7,61.0
2022-01-16 20:19:23,20.7,61.0
2022-01-16 20:19:39,20.7,61.0
2022-01-16 20:19:56,20.7,61.0
2022-01-16 20:20:11,20.7,61.0
2022-01-16 20:20:27,20.7,61.0
2022-01-16 20:20:43,20.7,61.0
2022-01-16 20:20:59,20.6,61.0
2022-01-16 20:21:14,20.7,61.0
2022-01-16 20:21:30,20.7,61.0
2022-01-16 20:21:47,20.6,61.0
2022-01-16 20:22:04,20.7,61.0
2022-01-16 20:22:19,20.7,61.0
2022-01-16 20:22:35,20.6,61.0
2022-01-16 20:22:51,20.7,61.0
2022-01-16 20:23:08,20.7,61.0
2022-01-16 20:23:23,20.7,61.0
2022-01-16 20:23:40,20.6,61.0
2022-01-16 20:23:55,20.7,61.0
2022-01-16 20:24:12,20.6,61.0
2022-01-16 20:24:27,20.6,61.0
2022-01-16 20:24:43,20.6,61.0
2022-01-16 20:25:00,20.7,61.0
2022-01-16 20:25:16,20.6,61.0
2022-01-16 20:25:31,20.7,61.0
2022-01-16 20:25:47,20.7,61.0
2022-01-16 20:26:03,20.6,61.0
2022-01-16 20:26:20,20.7,61.0
2022-01-16 20:26:35,20.7,61.0
2022-01-16 20:26:51,20.7,61.0
2022-01-16 20:27:07,20.7,61.0
2022-01-16 20:27:21,20.6,61.0
2022-01-16 20:27:37,20.7,61.0
2022-01-16 20:27:52,20.6,61.0
2022-01-16 20:28:08,20.6,61.0
2022-01-16 20:28:24,20.6,61.0
2022-01-16 20:28:41,20.7,61.0
2022-01-16 20:28:56,20.7,61.0
2022-01-16 20:29:13,20.6,61.0
2022-01-16 20:29:29,20.7,61.0
2022-01-16 20:29:45,20.7,61.0
2022-01-16 20:30:02,20.6,61.0
2022-01-16 20:30:17,20.8,61.0
2022-01-16 20:30:32,20.7,61.0
2022-01-16 20:30:48,20.7,61.0
2022-01-16 20:31:05,20.7,61.0
2022-01-16 20:31:20,20.6,61.0
2022-01-16 20:31:36,20.7,61.0
2022-01-16 20:31:52,20.8,61.0
2022-01-16 20:32:09,20.7,61.0
2022-01-16 20:32:24,20.7,61.0
2022-01-16 20:32:40,20.8,61.0
2022-01-16 20:32:56,20.8,61.0
2022-01-16 20:33:13,20.8,61.0
2022-01-16 20:33:28,20.7,61.0
2022-01-16 20:33:44,20.7,61.0
2022-01-16 20:34:01,20.8,61.0
2022-01-16 20:34:17,20.9,61.0
2022-01-16 20:34:32,20.8,61.0
2022-01-16 20:34:48,20.8,61.0
2022-01-16 20:35:04,20.8,61.0
2022-01-16 20:35:21,20.7,61.0
2022-01-16 20:35:36,20.8,61.0
2022-01-16 20:35:52,20.8,61.0
2022-01-16 20:36:08,20.8,61.0
2022-01-16 20:36:25,20.8,61.0
2022-01-16 20:36:41,20.8,61.0
2022-01-16 20:36:56,20.8,61.0
2022-01-16 20:37:12,20.9,61.0
2022-01-16 20:37:29,20.9,61.0
2022-01-16 20:37:44,20.9,61.0
2022-01-16 20:38:01,20.9,61.0
2022-01-16 20:38:17,20.9,61.0
2022-01-16 20:38:33,20.9,61.0
2022-01-16 20:38:50,20.9,61.0
2022-01-16 20:39:07,20.9,61.0
2022-01-16 20:39:22,20.8,61.0
2022-01-16 20:39:38,20.9,61.0
2022-01-16 20:39:54,20.9,61.0
2022-01-16 20:40:11,20.8,61.0
2022-01-16 20:40:27,20.9,61.0
2022-01-16 20:40:43,20.9,61.0
2022-01-16 20:40:58,20.9,61.0
2022-01-16 20:41:13,20.9,61.0
2022-01-16 20:41:30,20.9,61.0
2022-01-16 20:41:46,20.9,61.0
2022-01-16 20:42:02,20.9,61.0
2022-01-16 20:42:19,20.8,61.0
2022-01-16 20:42:34,20.9,61.0
2022-01-16 20:42:50,20.9,61.0
2022-01-16 20:43:06,20.9,61.0
2022-01-16 20:43:22,20.9,61.0
2022-01-16 20:43:38,20.9,61.0
2022-01-16 20:43:54,21.0,62.0
2022-01-16 20:44:10,20.9,61.0
2022-01-16 20:44:27,20.9,61.0
2022-01-16 20:44:43,20.9,61.0
2022-01-16 20:44:58,20.9,61.0
2022-01-16 20:45:14,21.0,62.0
2022-01-16 20:45:31,20.9,61.0
2022-01-16 20:45:47,20.9,61.0
2022-01-16 20:46:03,21.0,62.0
2022-01-16 20:46:18,21.1,62.0
2022-01-16 20:46:33,20.9,61.0
2022-01-16 20:46:49,21.0,62.0
2022-01-16 20:47:05,21.0,62.0
2022-01-16 20:47:21,21.0,61.0
2022-01-16 20:47:37,21.0,61.0
2022-01-16 20:47:53,21.0,61.0
2022-01-16 20:48:09,20.9,60.0
2022-01-16 20:48:25,21.0,61.0
2022-01-16 20:48:42,21.0,61.0
2022-01-16 20:48:59,21.0,61.0
2022-01-16 20:49:14,21.0,61.0
2022-01-16 20:49:31,21.0,61.0
2022-01-16 20:49:46,21.0,61.0
2022-01-16 20:50:03,21.0,61.0
2022-01-16 20:50:20,21.0,61.0
2022-01-16 20:50:37,21.0,61.0
2022-01-16 20:50:54,21.0,61.0
2022-01-16 20:51:09,21.1,61.0
2022-01-16 20:51:25,21.2,61.0
2022-01-16 20:51:41,21.1,61.0
2022-01-16 20:51:59,21.1,61.0
2022-01-16 20:52:14,21.1,61.0
2022-01-16 20:52:30,21.1,61.0
2022-01-16 20:52:46,21.2,61.0
2022-01-16 20:53:04,21.1,61.0
2022-01-16 20:53:19,21.2,61.0
2022-01-16 20:53:35,21.2,61.0
2022-01-16 20:53:51,21.1,61.0
2022-01-16 20:54:08,21.2,61.0
2022-01-16 20:54:23,21.2,61.0
2022-01-16 20:54:40,21.2,61.0
2022-01-16 20:54:57,21.2,61.0
2022-01-16 20:55:15,21.2,61.0
2022-01-16 20:55:30,21.2,61.0
2022-01-16 20:55:46,21.2,61.0
2022-01-16 20:56:03,21.1,61.0
2022-01-16 20:56:20,21.2,61.0
2022-01-16 20:56:36,21.3,61.0
2022-01-16 20:56:53,21.2,61.0
2022-01-16 20:57:08,21.2,61.0
2022-01-16 20:57:24,21.2,61.0
2022-01-16 20:57:40,21.2,61.0
2022-01-16 20:57:56,21.2,61.0
2022-01-16 20:58:14,21.2,61.0
2022-01-16 20:58:29,21.2,61.0
2022-01-16 20:58:47,21.2,61.0
2022-01-16 20:59:03,21.2,61.0
2022-01-16 20:59:18,21.1,61.0
2022-01-16 20:59:34,21.2,61.0
2022-01-16 20:59:51,21.2,61.0
2022-01-16 21:00:07,21.2,61.0
2022-01-16 21:00:23,21.2,61.0
2022-01-16 21:00:39,21.2,61.0
2022-01-16 21:00:55,21.2,61.0
2022-01-16 21:01:13,21.2,61.0
2022-01-16 21:01:28,21.2,61.0
2022-01-16 21:01:44,21.2,61.0
2022-01-16 21:02:02,21.1,61.0
2022-01-16 21:02:17,21.2,61.0
2022-01-16 21:02:33,21.2,61.0
2022-01-16 21:02:49,21.1,61.0
2022-01-16 21:03:05,21.2,61.0
2022-01-16 21:03:21,21.2,61.0
2022-01-16 21:03:39,21.2,61.0
2022-01-16 21:03:54,21.2,61.0
2022-01-16 21:04:10,21.2,61.0
2022-01-16 21:04:26,21.2,61.0
2022-01-16 21:04:42,21.2,61.0
2022-01-16 21:04:58,21.3,61.0
2022-01-16 21:05:14,21.2,61.0
2022-01-16 21:05:30,21.2,61.0
2022-01-16 21:05:45,21.2,61.0
2022-01-16 21:06:04,21.2,61.0
2022-01-16 21:06:19,21.2,61.0
2022-01-16 21:06:37,21.2,61.0
2022-01-16 21:06:52,21.2,61.0
2022-01-16 21:07:09,21.2,61.0
2022-01-16 21:07:24,21.1,61.0
2022-01-16 21:07:40,21.2,61.0
2022-01-16 21:07:57,21.2,61.0
2022-01-16 21:08:14,21.2,61.0
2022-01-16 21:08:29,21.2,61.0
2022-01-16 21:08:45,21.2,61.0
2022-01-16 21:09:03,21.1,61.0
2022-01-16 21:09:19,21.1,61.0
2022-01-16 21:09:35,21.2,61.0
2022-01-16 21:09:52,21.2,61.0
2022-01-16 21:10:07,21.2,61.0
2022-01-16 21:10:22,21.2,61.0
2022-01-16 21:10:37,21.2,61.0
2022-01-16 21:10:53,21.2,61.0
2022-01-16 21:11:09,21.1,61.0
2022-01-16 21:11:25,21.2,61.0
2022-01-16 21:11:41,21.1,61.0
2022-01-16 21:11:57,21.1,61.0
2022-01-16 21:12:13,21.2,61.0
2022-01-16 21:12:30,21.2,61.0
2022-01-16 21:12:46,21.1,61.0
2022-01-16 21:13:03,21.3,61.0
2022-01-16 21:13:19,21.2,61.0
2022-01-16 21:13:35,21.2,61.0
2022-01-16 21:13:51,21.2,61.0
2022-01-16 21:14:07,21.4,61.0
2022-01-16 21:14:23,21.3,61.0
2022-01-16 21:14:39,21.2,61.0
2022-01-16 21:14:56,21.2,61.0
2022-01-16 21:15:11,21.2,61.0
2022-01-16 21:15:27,21.2,61.0
2022-01-16 21:15:43,21.2,61.0
2022-01-16 21:16:02,21.2,61.0
2022-01-16 21:16:18,21.2,61.0
2022-01-16 21:16:34,21.2,61.0
2022-01-16 21:16:50,21.3,61.0
2022-01-16 21:17:06,21.3,61.0
2022-01-16 21:17:22,21.2,61.0
2022-01-16 21:17:38,21.1,61.0
2022-01-16 21:17:54,21.1,61.0
2022-01-16 21:18:11,21.1,61.0
2022-01-16 21:18:28,21.1,61.0
2022-01-16 21:18:46,21.1,61.0
2022-01-16 21:19:07,21.1,61.0
